,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol
243797_at,-0.810934363,7.404894411,-4.267723308,0.000170119,0.002237489,0.616944831,STK17B
243641_at,-0.810523086,5.231504546,-3.932775529,0.000435021,0.004593432,-0.280678317,NA
210904_s_at,-0.810101404,7.155496655,-4.999630223,2.10E-05,0.000453992,2.630970938,IL13RA1
214326_x_at,-0.809848346,6.024136283,-5.347194229,7.72E-06,0.0002137,3.599614288,JUND
1554417_s_at,-0.809831377,6.890497652,-6.974993801,7.54E-08,7.70E-06,8.090619338,APH1A
212979_s_at,-0.809741006,4.68698475,-4.959083575,2.36E-05,0.000499074,2.518244912,TCAF1
214483_s_at,-0.809402441,6.284611389,-6.429767343,3.48E-07,2.22E-05,6.605576514,ARFIP1
238644_at,-0.808436104,5.372713333,-8.054588875,3.99E-09,1.15E-06,10.93534873,MYSM1
224917_at,-0.808336181,9.072931504,-5.552009847,4.28E-06,0.000136019,4.171152173,NA
210734_x_at,-0.807657112,7.970658572,-5.689485782,2.88E-06,0.000100537,4.554528531,MAX
201005_at,-0.80604628,7.838056545,-3.280926749,0.002544339,0.018026659,-1.950739997,CD9
229970_at,-0.805826125,5.276067111,-4.781895031,3.93E-05,0.000729416,2.026756006,KBTBD7
234377_at,-0.805752657,6.565026693,-3.666397862,0.00090566,0.008096295,-0.977514284,IL23A
1557805_at,-0.805725109,3.692897815,-6.098309796,8.94E-07,4.34E-05,5.690952743,NA
208608_s_at,-0.805045317,5.707224126,-7.153070198,4.60E-08,5.40E-06,8.569297788,SNTB1
206925_at,-0.802538528,6.348501407,-7.526032058,1.66E-08,2.77E-06,9.560260222,ST8SIA4
231862_at,-0.801744624,6.063299207,-4.722173818,4.66E-05,0.000830121,1.861598753,CBX5
232883_at,-0.801530464,5.583982525,-5.817999235,1.99E-06,7.80E-05,4.912483975,NA
1558136_s_at,-0.800797605,7.139779785,-7.378185793,2.48E-08,3.53E-06,9.169378817,TAF11
202944_at,-0.800196137,8.072841744,-6.448913788,3.30E-07,2.13E-05,6.658168178,NAGA
226320_at,-0.799838916,7.230770883,-7.874513125,6.46E-09,1.60E-06,10.47090227,ALYREF
221579_s_at,-0.798832351,7.596812567,-8.929226941,4.10E-10,2.46E-07,13.12837097,NA
209683_at,-0.798346242,7.988194406,-6.544438364,2.52E-07,1.75E-05,6.92011527,FAM49A
207674_at,-0.798285153,6.234940205,-4.851178695,3.22E-05,0.000629692,2.218694569,FCAR
235057_at,-0.797447091,3.82141719,-3.152748035,0.003555152,0.02327322,-2.26324486,ITCH
231513_at,-0.797289674,7.450956595,-4.239816663,0.000184069,0.002376379,0.541401345,NA
243338_at,-0.796102794,7.023788629,-7.72999242,9.52E-09,2.01E-06,10.09510716,CSNK1A1
219399_at,-0.795967704,6.628089899,-6.965182291,7.75E-08,7.85E-06,8.064147645,LIN7C
221078_s_at,-0.795910584,6.688122543,-9.832837529,4.34E-11,5.46E-08,15.28010843,CCDC88A
209264_s_at,-0.795678157,6.074401798,-5.933195998,1.43E-06,6.12E-05,5.232845907,TSPAN4
200696_s_at,-0.794737925,8.167969113,-6.165639024,7.38E-07,3.81E-05,5.877327546,GSN
221082_s_at,-0.794156092,6.41642099,-8.819128349,5.43E-10,2.82E-07,12.85819923,NDRG3
203186_s_at,-0.792700026,12.80746388,-8.004628654,4.56E-09,1.25E-06,10.80692112,S100A4
206765_at,-0.791685866,6.154965456,-4.802622517,3.70E-05,0.0006977,2.084141913,KCNJ2
224576_at,-0.788747249,7.892894912,-6.44484939,3.34E-07,2.15E-05,6.647006458,ERGIC1
209255_at,-0.788625269,6.670742347,-5.204940301,1.16E-05,0.000290838,3.202788541,KLHDC10
238907_at,-0.788334388,5.432164089,-6.495906439,2.89E-07,1.94E-05,6.787124396,ZNF780A
213472_at,-0.788308306,4.561578022,-3.151026474,0.003571039,0.023357648,-2.267399829,HNRNPH1
200946_x_at,-0.78303827,7.751720693,-11.14277633,2.02E-12,1.32E-08,18.19175263,GLUD1
243108_at,-0.780900088,5.215701306,-5.081662605,1.66E-05,0.000379652,2.859262633,RANBP9
213915_at,-0.780481929,10.90249871,-3.310874152,0.002351408,0.016953727,-1.876862274,NKG7
1558028_x_at,-0.779483873,6.91511611,-4.731943438,4.53E-05,0.000814092,1.888596625,NORAD
204331_s_at,-0.779199985,7.970342851,-7.396427499,2.36E-08,3.44E-06,9.217748089,MRPS12
221342_at,-0.779136078,5.33785595,-3.93244368,0.000435422,0.004595892,-0.281556764,MPIG6B
219382_at,-0.778893367,6.695416575,-6.937368316,8.37E-08,8.31E-06,7.989050766,SERTAD3
217847_s_at,-0.775337226,5.657668639,-6.149024795,7.73E-07,3.93E-05,5.831362749,THRAP3
207993_s_at,-0.774454787,6.780315625,-5.537110399,4.47E-06,0.000140106,4.129583479,CHP1
216985_s_at,-0.774071718,5.118813472,-5.058866103,1.77E-05,0.000400043,2.795793226,STX3
1569128_at,-0.773810062,3.323938282,-6.39917347,3.80E-07,2.38E-05,6.521481737,C3orf38
206544_x_at,-0.773626547,7.450037011,-7.72184152,9.74E-09,2.03E-06,10.07383293,SMARCA2
235542_at,-0.771985862,8.127346397,-10.98829917,2.86E-12,1.50E-08,17.86098757,TET3
225604_s_at,-0.771520974,8.962046133,-8.165152669,2.98E-09,9.31E-07,11.21837936,GLIPR2
216242_x_at,-0.770633694,8.325154766,-7.722832298,9.71E-09,2.03E-06,10.07641936,NA
217785_s_at,-0.769318539,5.128163025,-5.771164952,2.28E-06,8.48E-05,4.782093831,YKT6
222644_s_at,-0.76856358,6.709333106,-7.704156789,1.02E-08,2.11E-06,10.02764604,COLGALT1
1554899_s_at,-0.768212859,10.83862984,-6.212605001,6.45E-07,3.43E-05,6.007170003,FCER1G
1554614_a_at,-0.766692635,4.049396267,-6.833165467,1.12E-07,1.02E-05,7.707008437,PTBP2
232981_s_at,-0.765170105,7.333522995,-7.82737464,7.33E-09,1.73E-06,10.34862392,SYNRG
221679_s_at,-0.763496025,5.721786266,-6.966842106,7.71E-08,7.82E-06,8.068626567,ABHD6
200008_s_at,-0.763402373,10.08925979,-7.805958524,7.76E-09,1.79E-06,10.29297521,GDI2
225617_at,-0.761584304,6.202011492,-4.929006741,2.57E-05,0.000531288,2.434681696,ODF2
217790_s_at,-0.761573503,6.616885675,-5.644578174,3.28E-06,0.000111337,4.429337005,SSR3
210878_s_at,-0.760649939,8.167243469,-8.032215832,4.24E-09,1.19E-06,10.87787761,KDM3B
234299_s_at,-0.758988217,7.164602559,-7.272312996,3.31E-08,4.26E-06,8.88788055,NIN
235067_at,-0.758782828,7.81556663,-6.316924973,4.80E-07,2.81E-05,6.295052279,MKLN1
211611_s_at,-0.758432609,4.875375769,-7.144417339,4.71E-08,5.48E-06,8.546117907,NA
222689_at,-0.758340639,7.121163679,-5.912092361,1.52E-06,6.38E-05,5.174198155,ACER3
243851_at,-0.758309813,6.309310223,-4.850628694,3.23E-05,0.00063017,2.217169571,NA
221002_s_at,-0.757993344,8.144377567,-6.829475714,1.13E-07,1.02E-05,7.697001688,TSPAN14
204232_at,-0.757887261,11.38762624,-6.374795311,4.07E-07,2.49E-05,6.454421192,FCER1G
1555467_a_at,-0.755417862,7.663584104,-5.828951939,1.93E-06,7.62E-05,4.942965987,CELF1
202070_s_at,-0.75533937,6.702079172,-8.529745661,1.15E-09,4.54E-07,12.13991497,IDH3A
222508_s_at,-0.755244601,5.630808841,-6.618635385,2.04E-07,1.52E-05,7.123049885,ARGLU1
238735_at,-0.755053732,4.886076332,-4.022273503,0.000339051,0.003788601,-0.042918702,NA
213518_at,-0.754669538,6.563779448,-5.982157175,1.25E-06,5.52E-05,5.36883196,PRKCI
226080_at,-0.754423254,8.818204087,-7.890301764,6.19E-09,1.56E-06,10.51179395,SSH2
1553530_a_at,-0.754409873,9.540062006,-4.904173978,2.77E-05,0.000558961,2.365726344,ITGB1
222532_at,-0.754026726,6.513078733,-6.503644055,2.83E-07,1.91E-05,6.808340652,SRPRB
209499_x_at,-0.751216487,8.920150312,-6.097746694,8.95E-07,4.34E-05,5.689392893,NA
217889_s_at,-0.750588916,5.756794188,-3.897422109,0.000479853,0.00496048,-0.374127781,CYBRD1
212187_x_at,-0.750505993,8.909474713,-3.123047334,0.003838922,0.024629557,-2.334764824,PTGDS
222611_s_at,-0.750020267,6.333178619,-6.884770252,9.70E-08,9.11E-06,7.846821547,PSPC1
1568877_a_at,-0.74783058,4.955629505,-8.429808045,1.49E-09,5.57E-07,11.88913538,ACBD5
208680_at,-0.746715126,9.474824559,-9.384620837,1.30E-10,1.22E-07,14.22746554,PRDX1
218035_s_at,-0.74410102,8.710657203,-5.947106211,1.38E-06,5.92E-05,5.271491908,RBM47
1553947_at,-0.742272089,5.12465327,-6.471657097,3.09E-07,2.03E-05,6.720602041,EXOSC6
210786_s_at,-0.741878201,9.031742198,-7.098803323,5.35E-08,5.98E-06,8.423787911,FLI1
223143_s_at,-0.74152027,6.45088899,-4.312115167,0.000150045,0.002025609,0.737361425,AKIRIN2
230422_at,-0.740700789,5.517451263,-3.57947427,0.001146854,0.009748796,-1.200936927,FPR3
202096_s_at,-0.740685818,10.62960596,-6.292663659,5.14E-07,2.94E-05,6.228167329,TSPO
201020_at,-0.740573375,7.975430329,-5.309919045,8.60E-06,0.000232139,3.495605878,YWHAH
208442_s_at,-0.740096263,8.974199703,-3.995164292,0.00036569,0.004022146,-0.115111664,ATM
217811_at,-0.739299722,9.717994925,-6.738266935,1.46E-07,1.22E-05,7.449221697,SELENOT
233555_s_at,-0.738743968,7.814564204,-5.51229085,4.80E-06,0.000147604,4.060332716,SULF2
211816_x_at,-0.737767105,6.193233441,-6.225160383,6.23E-07,3.36E-05,6.041856738,FCAR
222316_at,-0.736336439,6.747106173,-4.543448297,7.77E-05,0.00122096,1.369252799,NA
214544_s_at,-0.735703098,8.830022497,-6.128016371,8.21E-07,4.08E-05,5.773217065,SNAP23
214543_x_at,-0.73346436,7.5306242,-7.046121893,6.19E-08,6.66E-06,8.282222958,QKI
244010_at,-0.733255869,7.059413825,-5.743420562,2.47E-06,8.99E-05,4.704817408,NA
215043_s_at,-0.733031737,7.216662766,-3.814264978,0.00060384,0.005921578,-0.592819914,NA
209131_s_at,-0.732376571,7.981142205,-7.000659208,7.02E-08,7.28E-06,8.159817782,SNAP23
226265_at,-0.731903695,7.933484316,-8.309889936,2.03E-09,7.04E-07,11.58639554,QSER1
223846_at,-0.731799957,6.475986192,-8.489659407,1.27E-09,4.97E-07,12.03949067,AZI2
211230_s_at,-0.731538149,6.415402439,-8.449142256,1.41E-09,5.37E-07,11.93776,PIK3CD
205081_at,-0.731150754,9.860721969,-4.649956478,5.73E-05,0.000967284,1.662287345,CRIP1
225526_at,-0.73006783,7.390372745,-10.61446926,6.77E-12,1.85E-08,17.04673397,MKLN1
211495_x_at,-0.728464948,8.685916483,-5.93315608,1.43E-06,6.12E-05,5.232734993,NA
205018_s_at,-0.72799113,6.145066649,-5.511517987,4.81E-06,0.000147767,4.0581762,MBNL2
1554726_at,-0.727953906,6.06221641,-5.771834343,2.28E-06,8.47E-05,4.783957985,ZNF655
200701_at,-0.7273545,10.35410177,-6.954687651,7.98E-08,7.99E-06,8.03582181,NPC2
212515_s_at,-0.725581665,9.640200358,-8.111735303,3.43E-09,1.04E-06,11.08184161,DDX3X
207794_at,-0.725559512,9.022415013,-5.713016531,2.69E-06,9.60E-05,4.620106658,CCR2
235925_at,-0.724692368,6.907000956,-5.745342495,2.46E-06,8.98E-05,4.710171329,NA
1566608_at,-0.724361074,7.158976346,-3.321519254,0.002286272,0.01662481,-1.850525678,NA
1562412_at,-0.723349949,5.001658731,-4.863979965,3.10E-05,0.000612879,2.254194492,GPR89B
214500_at,-0.721883763,7.990074708,-6.151440252,7.68E-07,3.91E-05,5.838046382,MACROH2A1
224149_x_at,-0.7217324,6.116890961,-7.251827982,3.51E-08,4.41E-06,8.833264817,SLMAP
1560776_at,-0.721683484,3.928755987,-4.971064945,2.28E-05,0.000485356,2.551546422,NA
228055_at,-0.720788156,8.170763652,-3.257099054,0.002708591,0.01894489,-2.009292241,NAPSB
1560342_at,-0.720754921,6.357829187,-5.378903831,7.05E-06,0.000199046,3.68810151,NA
201514_s_at,-0.719989523,6.881721854,-7.327795362,2.85E-08,3.84E-06,9.03556153,G3BP1
238653_at,-0.719033742,6.847559204,-8.992684601,3.49E-10,2.22E-07,13.28330656,LRIG2
208931_s_at,-0.718768148,6.794071847,-6.690694361,1.67E-07,1.33E-05,7.31967286,ILF3
236194_at,-0.718445083,5.932657893,-6.56539584,2.37E-07,1.67E-05,6.977483529,NA
210756_s_at,-0.718043736,8.349851125,-6.850164309,1.07E-07,9.85E-06,7.753092638,NOTCH2
1560071_a_at,-0.716770791,5.880609604,-6.799889754,1.23E-07,1.08E-05,7.616715426,NA
234149_at,-0.716528217,4.866705513,-5.09740476,1.59E-05,0.000366495,2.903102888,NA
206116_s_at,-0.715799099,6.687568057,-3.225596578,0.002941383,0.020147845,-2.086386913,TPM1
222375_at,-0.715643087,6.036608515,-6.049378407,1.03E-06,4.79E-05,5.555341273,NA
240510_at,-0.7152607,6.35384901,-5.515183522,4.76E-06,0.00014671,4.068404082,NBN
1553725_s_at,-0.714980101,6.258815266,-7.164213853,4.46E-08,5.26E-06,8.599137979,ZNF644
1569450_at,-0.714884207,5.07247445,-6.509382344,2.78E-07,1.88E-05,6.824071652,CAPZA2
223275_at,-0.714242627,6.247451511,-5.135925931,1.42E-05,0.000338284,3.010416306,PRMT6
222286_at,-0.713802974,5.788965842,-6.584502196,2.25E-07,1.62E-05,7.029751936,SNAPC3
222458_s_at,-0.713767825,7.428169222,-7.607072971,1.33E-08,2.44E-06,9.773393764,AKIRIN1
204221_x_at,-0.712565547,9.442578472,-5.259772826,9.93E-06,0.000259347,3.355709601,GLIPR1
234726_s_at,-0.712203827,6.867085842,-8.776646209,6.06E-10,2.93E-07,12.75349219,TMEM168
214947_at,-0.710758188,5.885989268,-6.620182287,2.04E-07,1.52E-05,7.127275694,OTULINL
211333_s_at,-0.710416666,6.405190518,-3.968089052,0.000394337,0.004273871,-0.187064152,FASLG
240173_at,-0.709488268,7.099629513,-7.035977015,6.37E-08,6.78E-06,8.254927567,GPRIN3
200660_at,-0.708802727,10.75325203,-6.139952223,7.94E-07,3.98E-05,5.806255551,S100A11
210337_s_at,-0.708729964,8.010551998,-8.506396961,1.22E-09,4.79E-07,12.08144887,ACLY
208097_s_at,-0.70858253,8.364446172,-8.28398727,2.18E-09,7.30E-07,11.52074362,TMX1
213684_s_at,-0.708442323,5.634496407,-4.825058427,3.47E-05,0.000663559,2.14629301,PDLIM5
218831_s_at,-0.707347891,8.688607811,-6.844850907,1.08E-07,9.91E-06,7.738690958,FCGRT
208960_s_at,-0.706979315,9.69288541,-4.121482858,0.000256827,0.003052182,0.222501104,KLF6
225304_s_at,-0.706261988,8.501248184,-6.873636031,1.00E-07,9.32E-06,7.816677951,NDUFA11
219386_s_at,-0.705650312,5.430334073,-3.815610826,0.000601605,0.005906399,-0.589293417,SLAMF8
205169_at,-0.705392069,6.034688242,-5.420980502,6.24E-06,0.000181481,3.80552447,RBBP5
233648_at,-0.703508876,5.63476679,-4.54943774,7.64E-05,0.001206508,1.385699947,NA
242288_s_at,-0.703278618,6.216350403,-5.781898481,2.21E-06,8.31E-05,4.811983347,EMILIN2
208961_s_at,-0.702210063,10.04041565,-4.457202269,9.94E-05,0.001471003,1.132874877,KLF6
222474_s_at,-0.700995254,7.958057281,-7.466814817,1.94E-08,3.01E-06,9.404014624,TOMM22
201943_s_at,-0.700510787,7.382034146,-7.203779289,4.00E-08,4.84E-06,8.704973593,CPD
208811_s_at,-0.700442419,8.361128795,-6.620909602,2.03E-07,1.52E-05,7.129262491,NA
217208_s_at,-0.69945168,6.373821833,-6.711764936,1.57E-07,1.29E-05,7.377077783,DLG1
225735_at,-0.697657462,4.812944339,-6.682884033,1.71E-07,1.35E-05,7.298383956,ANKRD50
209812_x_at,-0.695939162,5.960491852,-7.006984638,6.90E-08,7.18E-06,8.176861652,CASP2
200800_s_at,-0.695753371,9.964134811,-7.662964492,1.14E-08,2.22E-06,9.919911927,NA
201538_s_at,-0.69558723,5.157548647,-6.697236444,1.64E-07,1.32E-05,7.337500563,DUSP3
231819_at,-0.69551046,6.052120798,-5.719463767,2.65E-06,9.47E-05,4.638071939,CEBPZOS
226729_at,-0.695301065,4.571705596,-7.304572115,3.03E-08,4.00E-06,8.973789994,USP37
217176_s_at,-0.694944854,4.233366777,-7.248315473,3.54E-08,4.43E-06,8.823895197,ZFX
1559883_s_at,-0.694317634,8.822989787,-6.3578544,4.27E-07,2.58E-05,6.407793117,SAMHD1
1559496_at,-0.69413186,6.961092327,-3.631926461,0.00099476,0.008703557,-1.066369892,PPA2
227396_at,-0.69402506,9.565520298,-8.264710246,2.29E-09,7.55E-07,11.47182533,PTPRJ
200736_s_at,-0.693730867,11.62072542,-4.825684086,3.46E-05,0.000662599,2.148026696,GPX1
202243_s_at,-0.693573769,10.00502656,-8.865447987,4.83E-10,2.64E-07,12.97207316,PSMB4
200846_s_at,-0.692999536,10.22413723,-8.402209498,1.60E-09,5.84E-07,11.8196368,PPP1CA
1554834_a_at,-0.692733859,8.691856117,-6.574150703,2.32E-07,1.65E-05,7.001437707,RASSF5
1555559_s_at,-0.692322763,5.753297022,-6.271464141,5.46E-07,3.07E-05,6.169689585,USP25
202816_s_at,-0.692178414,7.337217584,-8.574480652,1.02E-09,4.16E-07,12.2517209,SS18
239536_at,-0.690785255,5.284880797,-5.056958236,1.78E-05,0.000401556,2.790482316,NA
243827_at,-0.690442247,6.108884104,-4.68262016,5.22E-05,0.000901708,1.752377528,NA
1554340_a_at,-0.690200445,3.649935236,-4.554221718,7.54E-05,0.001193594,1.398839681,DRAXIN
222582_at,-0.690102757,6.773517207,-7.570593315,1.47E-08,2.56E-06,9.677554096,PRKAG2
241817_at,-0.689778046,5.925949504,-7.359329985,2.61E-08,3.64E-06,9.119339994,NA
206170_at,-0.688676493,8.951894173,-3.541591202,0.001270467,0.010542234,-1.2976331,ADRB2
203252_at,-0.688341972,7.850349365,-6.321232044,4.74E-07,2.79E-05,6.306921888,CDK2AP2
208739_x_at,-0.688249771,10.01001106,-6.6056704,2.12E-07,1.55E-05,7.087624022,NA
219376_at,-0.688138738,5.436999131,-5.64910297,3.24E-06,0.000110227,4.441953127,ZNF322
235330_at,-0.686869069,5.444012783,-5.889565775,1.62E-06,6.68E-05,5.111574565,CCDC117
203277_at,-0.686580526,7.139179481,-7.327790288,2.85E-08,3.84E-06,9.035548041,DFFA
219788_at,-0.685990664,8.138038635,-5.851686599,1.81E-06,7.24E-05,5.006223555,PILRA
208853_s_at,-0.685551396,8.627794825,-6.804942006,1.21E-07,1.07E-05,7.630431547,CANX
232071_at,-0.685215187,5.378172993,-5.190017839,1.21E-05,0.00030007,3.161182807,MRPL19
1554539_a_at,-0.685169906,6.971521059,-6.658050621,1.83E-07,1.42E-05,7.230657713,RHOF
200825_s_at,-0.683737974,8.474424372,-5.860243597,1.77E-06,7.12E-05,5.030027636,HYOU1
242776_at,-0.682033122,7.330027784,-5.517607312,4.73E-06,0.000145854,4.075167071,TUT7
208917_x_at,-0.679902048,7.542625137,-6.293006013,5.13E-07,2.94E-05,6.229111437,NADK
202316_x_at,-0.679368657,6.486919604,-8.739037528,6.67E-10,3.12E-07,12.6605839,UBE4B
225833_at,-0.677621307,6.46054951,-7.351210228,2.67E-08,3.69E-06,9.097779236,DAGLB
216166_at,-0.677202465,5.840980507,-4.479097731,9.34E-05,0.001405443,1.192801371,NA
204859_s_at,-0.67659324,8.214508574,-9.310182381,1.57E-10,1.41E-07,14.0498432,APAF1
207724_s_at,-0.676346042,6.158036072,-5.918364059,1.50E-06,6.32E-05,5.191629486,SPAST
219492_at,-0.675852782,8.329841415,-6.676759884,1.74E-07,1.36E-05,7.281687235,CHIC2
218294_s_at,-0.675306827,7.347556087,-5.336030497,7.97E-06,0.000219116,3.568462954,NUP50
218019_s_at,-0.674692334,7.161506501,-7.018109671,6.69E-08,7.02E-06,8.206827828,PDXK
203392_s_at,-0.673989821,9.239563171,-4.320885806,0.000146365,0.001984254,0.761187394,CTBP1
226191_at,-0.673908006,8.44017865,-8.274336889,2.23E-09,7.40E-07,11.49626069,GSK3B
243105_at,-0.67387846,4.220032912,-4.795828924,3.77E-05,0.00070705,2.065329732,NA
225177_at,-0.673414231,8.277221481,-5.927353295,1.46E-06,6.18E-05,5.216610815,RAB11FIP1
201119_s_at,-0.673189829,10.16217612,-8.571849489,1.03E-09,4.16E-07,12.24515259,COX8A
203922_s_at,-0.672966431,9.228226624,-6.84943943,1.07E-07,9.85E-06,7.75112806,CYBB
210405_x_at,-0.672937155,6.434121971,-6.78132549,1.29E-07,1.12E-05,7.566295033,TNFRSF10B
201393_s_at,-0.672712961,9.118675141,-6.586153128,2.24E-07,1.62E-05,7.034266843,IGF2R
223069_s_at,-0.672065809,6.641387538,-6.239249143,5.98E-07,3.26E-05,6.0807674,EML4
1565597_at,-0.67183979,5.501148098,-4.151822994,0.000235846,0.002862343,0.30403562,NA
239377_at,-0.671621737,7.744888345,-7.547781908,1.56E-08,2.67E-06,9.617540443,EIF1AD
209727_at,-0.670632284,6.747177737,-5.014437229,2.01E-05,0.000439767,2.672156519,GM2A
210935_s_at,-0.670453564,8.463797055,-5.323504419,8.27E-06,0.000225173,3.533511409,WDR1
225062_at,-0.669409669,5.246917206,-4.282631389,0.000163099,0.002161274,0.657350874,NA
234985_at,-0.669175381,6.400420238,-4.635633383,5.97E-05,0.000997889,1.6228141,LDLRAD3
200890_s_at,-0.668817401,8.344587703,-6.920180861,8.78E-08,8.53E-06,7.942605468,SSR1
220187_at,-0.668632287,3.770272699,-3.163467309,0.003457736,0.022793789,-2.237348174,STEAP4
1553219_a_at,-0.668591116,4.664858174,-5.744659356,2.46E-06,8.98E-05,4.708268325,AMMECR1
1560339_s_at,-0.668263618,8.422513821,-7.559779393,1.51E-08,2.63E-06,9.649112133,NAP1L4
217097_s_at,-0.668207667,5.635628063,-7.521181848,1.68E-08,2.79E-06,9.547478874,PHTF2
204626_s_at,-0.668009668,6.510104414,-4.718175539,4.72E-05,0.000834615,1.850552009,ITGB3
219730_at,-0.667579846,4.156247225,-6.358060875,4.27E-07,2.58E-05,6.408361546,MED18
201552_at,-0.667478401,9.808669837,-8.665293685,8.07E-10,3.54E-07,12.47782827,LAMP1
223160_s_at,-0.667337208,8.689290694,-8.79539026,5.77E-10,2.89E-07,12.79972273,PPP4R3A
1555688_s_at,-0.667260881,6.173903921,-4.844131261,3.29E-05,0.000638462,2.199155556,SLA2
203032_s_at,-0.667106428,5.248185534,-4.618469637,6.27E-05,0.001038885,1.575538389,FH
226962_at,-0.666844996,6.677874453,-6.008410125,1.16E-06,5.22E-05,5.441699862,ZBTB41
209092_s_at,-0.666501067,8.306198315,-6.909693093,9.04E-08,8.68E-06,7.914249805,GLOD4
227312_at,-0.666493716,5.970481208,-3.581291064,0.001141228,0.009713054,-1.196289045,SNTB2
203882_at,-0.666424623,9.51634585,-6.787859484,1.27E-07,1.11E-05,7.584045092,IRF9
221643_s_at,-0.666088796,5.273386276,-5.408323207,6.48E-06,0.00018624,3.770201558,RERE
238562_at,-0.66590295,4.867825421,-4.516251187,8.40E-05,0.001293434,1.294619238,UTP23
1569540_at,-0.66559763,5.834201005,-3.640021869,0.000973101,0.008556821,-1.045532036,NA
228964_at,-0.665580835,8.244861483,-3.071644827,0.004381662,0.027155157,-2.457715209,PRDM1
226479_at,-0.665003095,5.111880622,-4.220629259,0.000194308,0.002476982,0.489532969,KBTBD6
201585_s_at,-0.664791021,7.922643515,-8.626018012,8.93E-10,3.87E-07,12.38018114,SFPQ
220684_at,-0.663978368,8.402589804,-3.339870585,0.002178029,0.016001946,-1.805031038,TBX21
210541_s_at,-0.663850051,8.088532173,-7.545982646,1.57E-08,2.67E-06,9.612804117,TRIM27
205410_s_at,-0.663719408,5.436495548,-4.828235413,3.44E-05,0.000659378,2.155096652,ATP2B4
1566501_at,-0.663034241,6.204759299,-4.034664009,0.000327518,0.003689133,-0.009873251,NA
1555626_a_at,-0.661704947,5.517075943,-4.734589932,4.50E-05,0.000811136,1.895911449,SLAMF1
209026_x_at,-0.661696806,9.464946557,-7.525759317,1.66E-08,2.77E-06,9.559541567,TUBB
201647_s_at,-0.661357371,5.967493367,-5.217047917,1.12E-05,0.000283874,3.236549892,SCARB2
244418_at,-0.660790004,5.574704292,-4.356773293,0.000132211,0.001832353,0.858793823,NA
203482_at,-0.660691051,6.948185369,-7.201886793,4.02E-08,4.85E-06,8.699915247,SLF2
203634_s_at,-0.660630495,4.235522016,-5.534852011,4.50E-06,0.000140858,4.123282465,CPT1A
1557360_at,-0.660139967,7.606943313,-4.501526374,8.76E-05,0.00133534,1.254246986,LRPPRC
202719_s_at,-0.660082252,8.267685673,-8.620915071,9.05E-10,3.89E-07,12.36747832,TES
1562467_at,-0.658743295,5.082917569,-3.780855239,0.000662011,0.006347307,-0.680222116,NA
211833_s_at,-0.658679138,6.550700924,-4.210853949,0.000199738,0.002531445,0.463130893,BAX
200953_s_at,-0.658031468,9.117837412,-6.02812399,1.09E-06,5.01E-05,5.496394865,CCND2
238446_at,-0.657475659,6.934351783,-5.158890061,1.33E-05,0.000321873,3.074412634,NAIP
